PanCam_CT Measured ~2018 Aber. Uni.,,,,,,,,
Wavelength,MultiSpec,White,Red,Yellow,Turquoise,Blue,Light_Gray,Dark_Gray
612.74,33.686,88.27,16.52,32.832,8.565,6.183,14.294,5.273
613.08,33.722,88.271,16.847,32.817,8.542,6.181,14.298,5.274
613.42,33.752,88.284,17.163,32.804,8.524,6.181,14.298,5.27
613.77,33.782,88.311,17.485,32.797,8.501,6.178,14.297,5.266
614.11,33.799,88.318,17.805,32.806,8.479,6.177,14.3,5.273
614.45,33.798,88.321,18.122,32.802,8.457,6.182,14.306,5.275
614.8,33.806,88.315,18.449,32.802,8.443,6.173,14.315,5.278
615.14,33.792,88.326,18.767,32.803,8.429,6.171,14.305,5.272
615.48,33.775,88.313,19.071,32.804,8.408,6.169,14.31,5.264
615.83,33.751,88.313,19.378,32.81,8.389,6.166,14.306,5.272
616.17,33.706,88.314,19.677,32.819,8.377,6.17,14.312,5.274
616.51,33.677,88.34,19.98,32.811,8.368,6.165,14.307,5.274
616.86,33.633,88.367,20.271,32.812,8.355,6.163,14.301,5.27
617.2,33.569,88.394,20.552,32.826,8.333,6.173,14.296,5.267
617.54,33.521,88.381,20.826,32.826,8.315,6.176,14.301,5.27
617.88,33.46,88.386,21.106,32.831,8.304,6.179,14.296,5.271
618.23,33.387,88.385,21.389,32.816,8.297,6.182,14.296,5.262
618.57,33.331,88.368,21.667,32.804,8.277,6.18,14.301,5.258
618.91,33.228,88.344,21.932,32.808,8.258,6.181,14.302,5.25
619.26,33.129,88.335,22.204,32.788,8.24,6.183,14.308,5.247
619.6,33.022,88.323,22.456,32.775,8.222,6.176,14.302,5.248
619.94,32.905,88.336,22.714,32.765,8.209,6.17,14.301,5.24
620.28,32.767,88.348,22.955,32.767,8.198,6.174,14.301,5.24
620.63,32.629,88.352,23.188,32.781,8.176,6.175,14.303,5.239
620.97,32.476,88.389,23.41,32.775,8.17,6.171,14.285,5.238
621.31,32.335,88.387,23.628,32.756,8.159,6.172,14.292,5.239
621.65,32.189,88.396,23.836,32.76,8.155,6.168,14.283,5.236
622,32.046,88.396,24.057,32.752,8.141,6.17,14.281,5.229
622.34,31.883,88.419,24.254,32.755,8.137,6.168,14.27,5.232
622.68,31.727,88.428,24.455,32.747,8.122,6.163,14.268,5.236
623.02,31.568,88.448,24.637,32.74,8.114,6.158,14.257,5.233
623.36,31.412,88.444,24.813,32.75,8.098,6.162,14.264,5.229
623.71,31.228,88.472,25.005,32.757,8.086,6.161,14.252,5.232
624.05,31.054,88.48,25.19,32.768,8.077,6.157,14.251,5.233
624.39,30.88,88.495,25.361,32.776,8.079,6.154,14.252,5.239
624.73,30.695,88.488,25.537,32.773,8.072,6.151,14.252,5.239
625.07,30.488,88.489,25.694,32.769,8.057,6.15,14.247,5.235
625.42,30.26,88.503,25.853,32.749,8.052,6.148,14.253,5.233
625.76,30.024,88.515,26.023,32.746,8.044,6.138,14.245,5.233
626.1,29.773,88.518,26.167,32.734,8.03,6.133,14.228,5.23
626.44,29.467,88.531,26.306,32.721,8.016,6.135,14.214,5.227
626.78,29.13,88.547,26.43,32.706,7.996,6.13,14.205,5.224
627.13,28.787,88.54,26.556,32.716,7.986,6.131,14.2,5.224
627.47,28.434,88.527,26.688,32.715,7.988,6.123,14.194,5.225
627.81,28.047,88.516,26.799,32.721,7.976,6.124,14.191,5.226
628.15,27.6,88.513,26.923,32.711,7.967,6.123,14.197,5.228
628.49,27.134,88.505,27.033,32.725,7.961,6.125,14.197,5.226
628.83,26.644,88.517,27.137,32.732,7.951,6.126,14.199,5.224
629.17,26.119,88.516,27.248,32.743,7.946,6.131,14.19,5.227
629.52,25.529,88.532,27.352,32.721,7.931,6.125,14.181,5.219
629.86,24.912,88.574,27.451,32.716,7.922,6.121,14.179,5.217
630.2,24.257,88.591,27.563,32.731,7.912,6.115,14.173,5.217
630.54,23.579,88.592,27.644,32.735,7.9,6.114,14.156,5.215
630.88,22.875,88.613,27.731,32.726,7.897,6.115,14.148,5.211
631.22,22.146,88.604,27.825,32.723,7.897,6.105,14.145,5.213
631.56,21.403,88.606,27.909,32.719,7.892,6.102,14.153,5.205
631.9,20.652,88.622,27.981,32.733,7.894,6.101,14.155,5.208
632.25,19.886,88.61,28.058,32.734,7.888,6.108,14.145,5.205
632.59,19.149,88.597,28.112,32.717,7.887,6.109,14.132,5.204
632.93,18.418,88.598,28.188,32.701,7.887,6.114,14.121,5.2
633.27,17.696,88.594,28.259,32.697,7.88,6.105,14.124,5.198
633.61,16.994,88.588,28.309,32.678,7.874,6.111,14.107,5.194
633.95,16.319,88.599,28.359,32.668,7.866,6.106,14.105,5.193
634.29,15.687,88.604,28.422,32.657,7.857,6.105,14.092,5.195
634.63,15.098,88.614,28.481,32.653,7.849,6.098,14.084,5.19
634.97,14.535,88.62,28.543,32.644,7.85,6.097,14.077,5.176
635.31,14.016,88.654,28.582,32.647,7.846,6.083,14.075,5.173
635.65,13.537,88.674,28.626,32.64,7.842,6.084,14.068,5.174
635.99,13.111,88.69,28.68,32.643,7.831,6.073,14.061,5.175
636.33,12.722,88.686,28.729,32.645,7.827,6.066,14.037,5.174
636.67,12.38,88.69,28.776,32.646,7.832,6.068,14.031,5.166
637.02,12.07,88.695,28.81,32.627,7.829,6.065,14.032,5.169
637.36,11.795,88.722,28.845,32.622,7.819,6.06,14.015,5.178
637.7,11.547,88.703,28.883,32.62,7.814,6.063,14.003,5.177
638.04,11.335,88.693,28.917,32.623,7.811,6.066,13.994,5.179
638.38,11.148,88.686,28.957,32.619,7.808,6.066,13.989,5.178
638.72,10.984,88.696,28.989,32.621,7.81,6.071,13.982,5.177
639.06,10.835,88.691,29.024,32.612,7.796,6.067,13.968,5.185
639.4,10.706,88.701,29.055,32.61,7.79,6.069,13.951,5.181
639.74,10.589,88.704,29.096,32.611,7.782,6.072,13.947,5.179
640.08,10.491,88.702,29.132,32.614,7.776,6.069,13.936,5.177
640.42,10.41,88.737,29.171,32.611,7.777,6.065,13.919,5.172
640.76,10.329,88.754,29.197,32.606,7.774,6.068,13.911,5.173
641.1,10.273,88.789,29.235,32.589,7.772,6.067,13.9,5.175
641.44,10.224,88.824,29.253,32.584,7.768,6.068,13.893,5.175
641.78,10.194,88.839,29.281,32.575,7.765,6.075,13.885,5.185
642.12,10.172,88.849,29.306,32.577,7.768,6.071,13.875,5.181
642.46,10.154,88.844,29.332,32.58,7.761,6.071,13.868,5.171
642.8,10.142,88.854,29.355,32.578,7.757,6.072,13.865,5.174
643.13,10.15,88.865,29.372,32.57,7.755,6.065,13.865,5.166
643.47,10.151,88.844,29.39,32.581,7.737,6.064,13.858,5.16
643.81,10.165,88.849,29.41,32.59,7.734,6.066,13.847,5.153
644.15,10.177,88.848,29.428,32.597,7.734,6.06,13.837,5.137
644.49,10.203,88.86,29.435,32.589,7.729,6.063,13.841,5.134
644.83,10.236,88.898,29.441,32.566,7.729,6.064,13.841,5.142
645.17,10.27,88.872,29.452,32.557,7.725,6.061,13.836,5.144
645.51,10.312,88.874,29.453,32.564,7.72,6.064,13.82,5.147
645.85,10.366,88.895,29.459,32.56,7.731,6.058,13.819,5.148
646.19,10.416,88.876,29.48,32.544,7.729,6.053,13.812,5.146
646.53,10.47,88.884,29.483,32.539,7.724,6.047,13.803,5.151
646.87,10.539,88.895,29.505,32.535,7.72,6.035,13.788,5.156
647.21,10.612,88.911,29.526,32.533,7.724,6.032,13.774,5.151
647.55,10.688,88.953,29.538,32.538,7.723,6.042,13.768,5.147
647.88,10.772,88.946,29.563,32.53,7.723,6.037,13.766,5.145
648.22,10.852,88.944,29.583,32.524,7.714,6.039,13.752,5.145
648.56,10.945,88.962,29.588,32.527,7.718,6.035,13.748,5.148
648.9,11.039,88.983,29.603,32.536,7.719,6.036,13.754,5.148
649.24,11.125,88.953,29.607,32.538,7.717,6.038,13.749,5.144
649.58,11.221,88.917,29.624,32.546,7.717,6.034,13.75,5.149
649.92,11.316,88.901,29.636,32.532,7.711,6.026,13.75,5.151
650.26,11.407,88.928,29.645,32.528,7.713,6.032,13.745,5.152
650.59,11.507,88.935,29.649,32.512,7.718,6.034,13.743,5.144
650.93,11.606,88.939,29.656,32.499,7.702,6.036,13.746,5.141
651.27,11.705,88.929,29.67,32.485,7.705,6.036,13.73,5.149
651.61,11.819,88.972,29.68,32.471,7.7,6.041,13.732,5.148
651.95,11.925,89.002,29.68,32.463,7.695,6.039,13.727,5.142
652.29,12.044,89.014,29.684,32.464,7.692,6.034,13.713,5.14
652.63,12.172,89.039,29.689,32.466,7.682,6.028,13.706,5.135
652.96,12.308,89.056,29.702,32.467,7.673,6.026,13.703,5.14
653.3,12.436,89.066,29.716,32.469,7.678,6.018,13.694,5.139
653.64,12.576,89.083,29.727,32.472,7.662,6.017,13.699,5.127
653.98,12.711,89.076,29.723,32.472,7.666,6.022,13.691,5.128
654.32,12.853,89.094,29.726,32.463,7.661,6.028,13.69,5.131
654.65,12.999,89.115,29.718,32.446,7.657,6.037,13.692,5.123
654.99,13.141,89.111,29.729,32.434,7.657,6.036,13.697,5.117
655.33,13.281,89.108,29.732,32.439,7.654,6.04,13.701,5.118
655.67,13.433,89.134,29.732,32.433,7.657,6.05,13.707,5.117
656.01,13.575,89.112,29.725,32.411,7.658,6.051,13.71,5.119
656.34,13.718,89.14,29.738,32.404,7.65,6.05,13.704,5.12
656.68,13.866,89.133,29.737,32.4,7.648,6.052,13.703,5.119
657.02,13.991,89.131,29.747,32.419,7.649,6.047,13.7,5.129
657.36,14.129,89.142,29.746,32.41,7.648,6.053,13.703,5.136
657.7,14.264,89.127,29.744,32.398,7.645,6.053,13.711,5.135
658.03,14.387,89.114,29.735,32.4,7.637,6.048,13.709,5.137
658.37,14.521,89.141,29.743,32.402,7.642,6.054,13.704,5.136
658.71,14.669,89.123,29.732,32.414,7.649,6.051,13.716,5.132
659.05,14.808,89.123,29.744,32.409,7.641,6.049,13.72,5.131
659.38,14.98,89.137,29.759,32.396,7.637,6.054,13.728,5.126
659.72,15.143,89.143,29.77,32.403,7.634,6.054,13.731,5.126
660.06,15.316,89.18,29.767,32.4,7.634,6.055,13.732,5.123
660.4,15.51,89.192,29.767,32.397,7.639,6.063,13.735,5.132
660.73,15.722,89.194,29.767,32.398,7.64,6.053,13.751,5.132
661.07,15.946,89.19,29.783,32.379,7.629,6.055,13.747,5.141
661.41,16.191,89.226,29.781,32.379,7.627,6.058,13.759,5.148
661.74,16.452,89.209,29.774,32.366,7.623,6.062,13.758,5.139
662.08,16.745,89.192,29.774,32.372,7.622,6.058,13.762,5.138
662.42,17.06,89.202,29.792,32.36,7.626,6.057,13.762,5.139
662.76,17.406,89.194,29.799,32.357,7.617,6.057,13.772,5.128
663.09,17.772,89.206,29.803,32.352,7.608,6.069,13.768,5.132
663.43,18.164,89.215,29.806,32.349,7.607,6.068,13.781,5.127
663.77,18.602,89.197,29.794,32.345,7.611,6.063,13.78,5.123
664.1,19.059,89.2,29.797,32.349,7.609,6.056,13.793,5.135
664.44,19.55,89.248,29.795,32.322,7.601,6.063,13.801,5.139
664.78,20.075,89.253,29.776,32.321,7.59,6.068,13.809,5.14
665.11,20.626,89.263,29.792,32.312,7.594,6.068,13.816,5.127
665.45,21.211,89.269,29.786,32.316,7.587,6.07,13.841,5.122
665.79,21.808,89.303,29.775,32.311,7.588,6.071,13.852,5.124
666.12,22.416,89.316,29.778,32.302,7.58,6.074,13.868,5.132
666.46,23.039,89.354,29.779,32.31,7.579,6.081,13.877,5.129
666.8,23.681,89.35,29.774,32.323,7.581,6.078,13.889,5.131
667.13,24.332,89.372,29.78,32.333,7.579,6.084,13.905,5.138
667.47,24.977,89.378,29.766,32.324,7.58,6.084,13.909,5.152
667.81,25.614,89.379,29.769,32.315,7.585,6.08,13.9,5.155
668.14,26.228,89.369,29.779,32.329,7.583,6.084,13.905,5.146
668.48,26.822,89.369,29.788,32.328,7.579,6.09,13.921,5.133
668.81,27.388,89.366,29.796,32.309,7.576,6.085,13.936,5.132
669.15,27.915,89.386,29.796,32.292,7.576,6.087,13.956,5.123
669.49,28.393,89.359,29.816,32.281,7.579,6.081,13.976,5.124
669.82,28.843,89.392,29.817,32.283,7.568,6.081,13.999,5.128
670.16,29.253,89.42,29.817,32.278,7.561,6.083,14.02,5.13
670.5,29.62,89.442,29.813,32.254,7.562,6.082,14.037,5.14
670.83,29.938,89.45,29.806,32.246,7.57,6.083,14.037,5.155
671.17,30.225,89.454,29.793,32.246,7.571,6.085,14.047,5.16
671.5,30.474,89.426,29.79,32.241,7.57,6.086,14.053,5.167
671.84,30.692,89.433,29.772,32.236,7.564,6.094,14.064,5.164
672.17,30.857,89.411,29.768,32.236,7.574,6.097,14.077,5.167
672.51,30.992,89.397,29.777,32.245,7.573,6.099,14.097,5.17
672.85,31.113,89.396,29.789,32.237,7.566,6.101,14.126,5.173
673.18,31.21,89.424,29.793,32.248,7.56,6.108,14.147,5.167
673.52,31.285,89.436,29.798,32.244,7.559,6.117,14.179,5.17
673.85,31.35,89.458,29.804,32.256,7.553,6.118,14.207,5.172
674.19,31.386,89.477,29.798,32.251,7.553,6.111,14.224,5.176
674.52,31.408,89.511,29.788,32.232,7.54,6.111,14.253,5.175
674.86,31.422,89.507,29.795,32.213,7.545,6.11,14.275,5.181
675.19,31.418,89.52,29.788,32.215,7.549,6.118,14.298,5.186
675.53,31.413,89.512,29.79,32.2,7.544,6.111,14.325,5.19
675.86,31.372,89.514,29.779,32.199,7.544,6.107,14.347,5.189
676.2,31.316,89.494,29.781,32.187,7.541,6.113,14.364,5.186
676.54,31.279,89.499,29.79,32.188,7.541,6.124,14.383,5.19
676.87,31.246,89.498,29.805,32.194,7.537,6.127,14.398,5.192
677.21,31.189,89.523,29.794,32.202,7.536,6.126,14.416,5.193
677.54,31.145,89.509,29.789,32.195,7.522,6.128,14.433,5.192
677.88,31.093,89.504,29.786,32.186,7.53,6.132,14.456,5.204
678.21,31.05,89.515,29.795,32.189,7.53,6.132,14.47,5.208
678.55,31.001,89.549,29.79,32.183,7.529,6.135,14.488,5.215
678.88,30.948,89.57,29.78,32.161,7.527,6.133,14.524,5.219
679.22,30.89,89.573,29.777,32.16,7.534,6.141,14.555,5.221
679.55,30.847,89.573,29.769,32.132,7.532,6.147,14.575,5.227
679.88,30.798,89.573,29.765,32.128,7.54,6.147,14.591,5.232
680.22,30.748,89.605,29.778,32.13,7.533,6.143,14.613,5.231
680.55,30.721,89.603,29.778,32.105,7.53,6.141,14.635,5.232
680.89,30.699,89.612,29.774,32.101,7.531,6.139,14.658,5.246
681.22,30.677,89.626,29.778,32.11,7.525,6.139,14.672,5.25
681.56,30.671,89.603,29.786,32.105,7.521,6.137,14.686,5.254
681.89,30.68,89.616,29.791,32.102,7.518,6.142,14.716,5.258
682.23,30.701,89.636,29.785,32.103,7.509,6.14,14.747,5.27
682.56,30.737,89.634,29.78,32.101,7.51,6.144,14.771,5.273
682.9,30.778,89.629,29.779,32.106,7.51,6.16,14.795,5.276
683.23,30.837,89.626,29.783,32.097,7.504,6.165,14.826,5.271
683.56,30.895,89.619,29.772,32.09,7.502,6.169,14.846,5.272
683.9,30.967,89.64,29.759,32.084,7.49,6.165,14.875,5.277
684.23,31.034,89.636,29.754,32.099,7.486,6.162,14.898,5.273
684.57,31.102,89.649,29.753,32.093,7.491,6.171,14.925,5.272
684.9,31.175,89.648,29.735,32.092,7.487,6.177,14.951,5.268
685.23,31.254,89.665,29.74,32.079,7.481,6.174,14.97,5.268
685.57,31.337,89.666,29.729,32.078,7.479,6.175,14.997,5.267
685.9,31.415,89.66,29.738,32.075,7.49,6.177,15.025,5.279
686.24,31.48,89.68,29.735,32.06,7.495,6.184,15.047,5.274
686.57,31.546,89.697,29.728,32.059,7.492,6.187,15.069,5.282
686.9,31.617,89.706,29.742,32.051,7.478,6.184,15.09,5.287
687.24,31.685,89.739,29.747,32.034,7.47,6.183,15.116,5.298
687.57,31.754,89.737,29.734,32.036,7.463,6.181,15.146,5.315
687.91,31.806,89.755,29.75,32.031,7.464,6.185,15.167,5.324
688.24,31.855,89.774,29.746,32.035,7.458,6.182,15.193,5.322
688.57,31.922,89.791,29.75,32.04,7.463,6.191,15.208,5.333
688.91,31.988,89.79,29.756,32.033,7.463,6.205,15.232,5.344
689.24,32.041,89.786,29.743,32.037,7.47,6.212,15.252,5.342
689.57,32.108,89.776,29.732,32.047,7.48,6.217,15.268,5.345
689.91,32.167,89.785,29.737,32.031,7.483,6.225,15.298,5.343
690.24,32.234,89.771,29.709,32.021,7.488,6.222,15.319,5.348
690.57,32.299,89.78,29.711,32.004,7.482,6.224,15.345,5.35
690.91,32.354,89.762,29.707,31.997,7.47,6.218,15.385,5.351
691.24,32.407,89.774,29.693,31.992,7.475,6.208,15.4,5.344
691.57,32.465,89.786,29.68,31.985,7.469,6.201,15.416,5.353
691.91,32.523,89.786,29.679,31.98,7.464,6.195,15.441,5.352
692.24,32.583,89.797,29.673,31.976,7.458,6.195,15.457,5.352
692.57,32.634,89.829,29.678,31.979,7.441,6.207,15.472,5.357
692.91,32.693,89.818,29.673,31.977,7.442,6.21,15.478,5.36
693.24,32.755,89.849,29.671,31.976,7.445,6.213,15.498,5.364
693.57,32.807,89.865,29.674,31.951,7.439,6.222,15.525,5.369
693.9,32.867,89.884,29.683,31.954,7.444,6.23,15.56,5.379
694.24,32.901,89.88,29.689,31.951,7.435,6.239,15.571,5.386
694.57,32.957,89.873,29.693,31.98,7.438,6.244,15.586,5.394
694.9,33.008,89.849,29.695,31.986,7.441,6.25,15.602,5.401
695.23,33.067,89.878,29.697,31.965,7.436,6.258,15.626,5.411
695.57,33.117,89.884,29.689,31.963,7.436,6.264,15.633,5.416
695.9,33.174,89.885,29.686,31.98,7.431,6.275,15.645,5.424
696.23,33.228,89.902,29.686,31.966,7.425,6.293,15.655,5.419
696.57,33.269,89.929,29.684,31.945,7.428,6.316,15.682,5.415
696.9,33.3,89.96,29.671,31.914,7.419,6.33,15.706,5.419
697.23,33.338,89.985,29.66,31.903,7.421,6.345,15.726,5.418
697.56,33.373,89.988,29.661,31.909,7.424,6.367,15.748,5.42
697.89,33.398,89.979,29.663,31.901,7.414,6.393,15.759,5.433
698.23,33.426,89.981,29.663,31.887,7.417,6.423,15.776,5.434
698.56,33.47,89.946,29.66,31.878,7.419,6.449,15.791,5.437
698.89,33.531,89.964,29.661,31.892,7.418,6.481,15.793,5.445
699.22,33.559,89.974,29.669,31.894,7.42,6.507,15.794,5.443
699.56,33.595,89.99,29.675,31.886,7.426,6.546,15.8,5.441
699.89,33.62,89.963,29.655,31.885,7.424,6.588,15.803,5.434
700.22,33.659,89.966,29.664,31.873,7.433,6.631,15.814,5.43
700.55,33.695,89.993,29.66,31.869,7.434,6.665,15.825,5.44
700.88,33.699,90.019,29.664,31.889,7.426,6.708,15.836,5.441
701.22,33.723,90.019,29.66,31.869,7.431,6.754,15.847,5.45
701.55,33.754,90.015,29.64,31.853,7.433,6.82,15.872,5.457
701.88,33.772,90.007,29.638,31.842,7.427,6.882,15.884,5.46
702.21,33.797,90.058,29.643,31.819,7.424,6.957,15.902,5.464
702.54,33.823,90.094,29.65,31.827,7.422,7.037,15.917,5.468
702.87,33.858,90.08,29.65,31.816,7.415,7.12,15.922,5.467
703.21,33.889,90.088,29.648,31.791,7.41,7.209,15.931,5.473
703.54,33.889,90.099,29.64,31.804,7.406,7.286,15.948,5.464
703.87,33.905,90.091,29.652,31.802,7.404,7.376,15.942,5.46
704.2,33.943,90.083,29.651,31.81,7.397,7.467,15.947,5.464
704.53,33.953,90.067,29.65,31.81,7.394,7.56,15.94,5.468
704.86,33.953,90.053,29.611,31.795,7.388,7.662,15.946,5.467
705.19,33.935,90.049,29.6,31.786,7.385,7.773,15.96,5.455
705.53,33.929,90.073,29.597,31.777,7.395,7.885,15.968,5.453
705.86,33.937,90.051,29.597,31.738,7.389,8.02,15.97,5.461
706.19,33.944,90.06,29.6,31.731,7.385,8.151,15.987,5.47
706.52,33.93,90.072,29.593,31.724,7.382,8.29,15.999,5.472
706.85,33.928,90.074,29.596,31.737,7.386,8.426,16.017,5.482
707.18,33.939,90.08,29.619,31.735,7.378,8.57,16.023,5.483
707.51,33.955,90.089,29.623,31.735,7.382,8.715,16.028,5.497
707.84,33.961,90.071,29.627,31.735,7.366,8.877,16.034,5.501
708.17,33.964,90.07,29.63,31.74,7.366,9.039,16.051,5.506
708.51,33.952,90.092,29.63,31.74,7.372,9.203,16.059,5.5
708.84,33.939,90.103,29.624,31.721,7.373,9.369,16.069,5.499
709.17,33.94,90.122,29.622,31.711,7.362,9.552,16.073,5.497
709.5,33.918,90.114,29.62,31.711,7.366,9.735,16.091,5.497
709.83,33.908,90.107,29.618,31.711,7.364,9.923,16.105,5.495
710.16,33.897,90.09,29.608,31.706,7.374,10.118,16.11,5.495
710.49,33.882,90.11,29.598,31.702,7.375,10.321,16.11,5.496
710.82,33.878,90.104,29.605,31.677,7.369,10.524,16.097,5.503
711.15,33.864,90.104,29.621,31.678,7.371,10.733,16.089,5.51
711.48,33.846,90.087,29.615,31.671,7.37,10.934,16.092,5.515
711.81,33.842,90.1,29.612,31.666,7.374,11.146,16.094,5.52
712.14,33.829,90.109,29.626,31.665,7.361,11.365,16.083,5.529
712.47,33.817,90.111,29.618,31.661,7.351,11.581,16.083,5.528
712.8,33.809,90.129,29.626,31.659,7.339,11.801,16.075,5.528
713.13,33.789,90.145,29.611,31.688,7.34,12.04,16.081,5.532
713.46,33.785,90.185,29.597,31.695,7.334,12.277,16.098,5.533
713.79,33.777,90.207,29.594,31.691,7.334,12.504,16.101,5.532
714.12,33.764,90.221,29.589,31.672,7.332,12.736,16.094,5.53
714.45,33.731,90.234,29.566,31.66,7.338,12.971,16.091,5.53
714.78,33.718,90.26,29.58,31.663,7.34,13.219,16.098,5.537
715.11,33.687,90.254,29.57,31.662,7.353,13.468,16.094,5.534
715.44,33.654,90.256,29.576,31.652,7.347,13.704,16.1,5.53
715.77,33.627,90.22,29.58,31.642,7.339,13.939,16.091,5.527
716.1,33.594,90.222,29.583,31.625,7.344,14.207,16.083,5.528
716.43,33.564,90.227,29.594,31.64,7.336,14.46,16.079,5.523
716.76,33.543,90.232,29.597,31.642,7.337,14.725,16.083,5.52
717.09,33.526,90.239,29.588,31.623,7.34,14.966,16.073,5.525
717.42,33.5,90.236,29.586,31.623,7.33,15.215,16.079,5.53
717.75,33.474,90.25,29.579,31.622,7.331,15.473,16.071,5.538
718.08,33.446,90.251,29.573,31.623,7.343,15.739,16.072,5.538
718.41,33.412,90.252,29.567,31.634,7.342,15.994,16.07,5.539
718.74,33.354,90.247,29.559,31.62,7.339,16.256,16.068,5.547
719.07,33.31,90.241,29.567,31.611,7.331,16.503,16.069,5.546
719.4,33.235,90.256,29.565,31.624,7.332,16.766,16.065,5.546
719.73,33.175,90.272,29.571,31.616,7.334,17.023,16.066,5.551
720.06,33.129,90.268,29.574,31.612,7.343,17.279,16.066,5.55
720.39,33.064,90.294,29.562,31.605,7.34,17.535,16.05,5.554
720.72,32.995,90.304,29.571,31.592,7.338,17.78,16.045,5.545
721.05,32.925,90.328,29.561,31.579,7.335,18.028,16.034,5.531
721.37,32.868,90.357,29.558,31.582,7.342,18.291,16.021,5.537
721.7,32.793,90.352,29.554,31.56,7.338,18.544,16.017,5.532
722.03,32.723,90.364,29.542,31.565,7.332,18.78,16.003,5.533
722.36,32.645,90.352,29.524,31.558,7.319,19.031,16.004,5.534
722.69,32.539,90.35,29.532,31.553,7.313,19.272,16.01,5.526
723.02,32.448,90.373,29.528,31.56,7.308,19.526,16.007,5.53
723.35,32.348,90.388,29.539,31.572,7.311,19.776,16.007,5.533
723.68,32.225,90.392,29.532,31.572,7.305,20.011,16.004,5.52
724.01,32.099,90.398,29.545,31.57,7.298,20.25,15.992,5.52
724.33,31.963,90.404,29.541,31.557,7.306,20.508,15.999,5.514
724.66,31.815,90.439,29.558,31.534,7.31,20.74,15.991,5.511
724.99,31.664,90.483,29.546,31.526,7.313,20.973,15.972,5.518
725.32,31.477,90.501,29.54,31.503,7.311,21.195,15.972,5.52
725.65,31.304,90.494,29.516,31.497,7.312,21.411,15.972,5.524
725.98,31.085,90.492,29.508,31.49,7.3,21.634,15.97,5.532
726.31,30.867,90.536,29.493,31.486,7.307,21.857,15.961,5.529
726.63,30.628,90.534,29.502,31.486,7.304,22.057,15.955,5.527
726.96,30.345,90.561,29.487,31.487,7.302,22.271,15.952,5.528
727.29,30.05,90.527,29.485,31.488,7.301,22.492,15.954,5.528
727.62,29.739,90.491,29.474,31.492,7.3,22.705,15.952,5.517
727.95,29.377,90.514,29.476,31.472,7.297,22.913,15.939,5.513
728.28,29,90.522,29.494,31.464,7.295,23.108,15.93,5.511
728.6,28.59,90.506,29.497,31.471,7.292,23.305,15.928,5.504
728.93,28.131,90.528,29.489,31.464,7.278,23.512,15.913,5.492
729.26,27.65,90.513,29.5,31.466,7.271,23.696,15.901,5.487
729.59,27.152,90.53,29.5,31.455,7.268,23.891,15.905,5.481
729.92,26.599,90.53,29.517,31.456,7.27,24.065,15.881,5.494
730.24,26.02,90.517,29.518,31.483,7.273,24.254,15.87,5.501
730.57,25.402,90.526,29.489,31.487,7.279,24.449,15.872,5.508
730.9,24.759,90.523,29.482,31.471,7.268,24.641,15.879,5.519
731.23,24.101,90.519,29.486,31.466,7.275,24.807,15.883,5.533
731.56,23.434,90.512,29.472,31.461,7.276,24.982,15.878,5.534
731.88,22.749,90.532,29.48,31.462,7.272,25.133,15.856,5.539
732.21,22.078,90.558,29.475,31.461,7.262,25.315,15.851,5.538
732.54,21.42,90.533,29.476,31.446,7.253,25.486,15.846,5.543
732.87,20.796,90.523,29.477,31.443,7.25,25.636,15.823,5.543
733.19,20.197,90.534,29.489,31.443,7.259,25.791,15.807,5.544
733.52,19.63,90.502,29.473,31.44,7.26,25.964,15.793,5.54
733.85,19.109,90.503,29.489,31.439,7.264,26.118,15.784,5.541
734.18,18.632,90.5,29.488,31.447,7.267,26.281,15.776,5.537
734.5,18.202,90.516,29.493,31.453,7.277,26.423,15.769,5.527
734.83,17.849,90.543,29.492,31.443,7.281,26.557,15.775,5.526
735.16,17.528,90.549,29.504,31.445,7.283,26.698,15.765,5.513
735.48,17.263,90.534,29.486,31.454,7.279,26.823,15.748,5.502
735.81,17.048,90.601,29.498,31.454,7.269,26.95,15.731,5.497
736.14,16.866,90.609,29.5,31.434,7.258,27.086,15.711,5.493
736.47,16.719,90.588,29.496,31.401,7.253,27.226,15.704,5.503
736.79,16.61,90.606,29.494,31.388,7.25,27.364,15.695,5.501
737.12,16.497,90.621,29.499,31.379,7.246,27.496,15.674,5.491
737.45,16.416,90.644,29.494,31.353,7.253,27.639,15.665,5.496
737.77,16.329,90.66,29.498,31.348,7.25,27.774,15.649,5.496
738.1,16.246,90.62,29.5,31.337,7.258,27.884,15.644,5.5
738.43,16.157,90.638,29.494,31.347,7.263,27.998,15.652,5.499
738.75,16.065,90.656,29.494,31.355,7.257,28.094,15.645,5.492
739.08,15.982,90.626,29.47,31.355,7.245,28.197,15.648,5.501
739.41,15.89,90.633,29.469,31.353,7.244,28.315,15.638,5.496
739.73,15.795,90.644,29.48,31.364,7.237,28.398,15.642,5.486
740.06,15.715,90.679,29.48,31.351,7.241,28.488,15.645,5.487
740.39,15.647,90.722,29.481,31.362,7.239,28.587,15.627,5.473
740.71,15.57,90.711,29.474,31.377,7.23,28.698,15.612,5.47
741.04,15.515,90.724,29.481,31.366,7.231,28.797,15.607,5.466
741.37,15.467,90.747,29.485,31.366,7.234,28.9,15.589,5.465
741.69,15.454,90.748,29.478,31.369,7.225,28.974,15.576,5.478
