PanCam_CT Measured ~2018 Aber. Uni.,,,,,,,,
Wavelength,MultiSpec,White,Red,Yellow,Turquoise,Blue,Light_Gray,Dark_Gray
864.83,26.417,92.966,29.817,31.751,6.785,32.064,12.042,4.74
865.14,26.421,93.024,29.804,31.735,6.732,32.067,12.041,4.71
865.45,26.378,92.989,29.827,31.73,6.741,32.055,12.073,4.695
865.75,26.323,92.963,29.876,31.736,6.715,31.986,12.087,4.729
866.06,26.287,92.887,29.86,31.788,6.684,32.005,12.09,4.719
866.37,26.251,92.821,29.89,31.824,6.708,32.019,12.085,4.712
866.68,26.222,92.78,29.887,31.832,6.729,32.024,12.112,4.719
866.99,26.195,92.76,29.902,31.863,6.742,32.038,12.057,4.706
867.29,26.126,92.778,29.882,31.921,6.736,32.049,12.039,4.728
867.6,26.089,92.816,29.867,31.952,6.755,32.065,11.972,4.734
867.91,26.087,92.888,29.833,31.954,6.76,32.08,11.961,4.719
868.22,26.039,92.89,29.852,31.933,6.734,32.105,11.965,4.739
868.53,25.999,92.916,29.907,31.917,6.695,32.073,11.989,4.722
868.83,25.983,92.972,29.924,31.918,6.641,32.054,11.964,4.694
869.14,25.914,93.002,29.896,31.909,6.65,32.054,12.003,4.685
869.45,25.876,92.986,29.929,31.873,6.647,32.062,11.971,4.677
869.76,25.784,92.983,29.966,31.867,6.63,32.077,11.975,4.669
870.06,25.68,92.98,29.953,31.886,6.642,32.101,11.952,4.656
870.37,25.584,93.009,29.975,31.869,6.678,32.084,11.94,4.648
870.68,25.448,92.992,29.928,31.913,6.689,32.147,11.92,4.702
870.99,25.268,92.94,29.923,31.954,6.708,32.207,11.902,4.732
871.29,25.064,92.982,29.974,31.946,6.7,32.253,11.86,4.755
871.6,24.865,92.991,29.972,31.941,6.743,32.284,11.858,4.752
871.91,24.705,92.958,29.978,31.911,6.755,32.301,11.904,4.778
872.22,24.473,92.92,29.975,31.901,6.745,32.294,11.871,4.774
872.52,24.238,92.877,29.968,31.918,6.764,32.339,11.895,4.779
872.83,24.05,92.88,29.998,31.936,6.776,32.339,11.884,4.714
873.14,23.834,92.87,30.021,31.912,6.755,32.301,11.91,4.7
873.44,23.617,92.846,30.018,31.935,6.774,32.265,11.93,4.667
873.75,23.386,92.815,30.039,31.969,6.771,32.22,11.937,4.682
874.06,23.168,92.845,30.052,31.992,6.771,32.221,11.926,4.638
874.37,22.97,92.899,30.086,32.004,6.798,32.212,11.936,4.634
874.67,22.814,92.975,30.053,32.01,6.814,32.173,11.926,4.616
874.98,22.614,92.919,29.997,31.974,6.765,32.164,11.915,4.636
875.29,22.435,92.936,30.014,31.994,6.808,32.201,11.889,4.638
875.59,22.312,92.942,30.015,31.959,6.8,32.259,11.86,4.657
875.9,22.202,93.008,30.011,32.006,6.79,32.296,11.867,4.621
876.21,22.105,93.031,29.982,32.005,6.778,32.262,11.853,4.658
876.51,22.03,93.009,29.992,32.016,6.763,32.279,11.868,4.667
876.82,21.944,93.039,30.026,31.964,6.781,32.243,11.82,4.682
877.13,21.902,93.1,30.086,31.993,6.813,32.264,11.803,4.687
877.43,21.92,93.119,30.056,32,6.779,32.208,11.772,4.692
877.74,21.899,93.118,30.065,32.055,6.77,32.159,11.752,4.667
878.04,21.928,93.058,30.056,31.996,6.791,32.107,11.73,4.693
878.35,21.947,93.067,30.079,31.991,6.755,32.15,11.673,4.67
878.66,22.014,92.968,30.069,32.018,6.746,32.187,11.658,4.651
878.96,22.074,92.927,30.041,32.07,6.704,32.204,11.626,4.675
879.27,22.13,92.895,30.006,32.083,6.692,32.171,11.615,4.653
879.58,22.22,92.879,30.008,32.102,6.691,32.184,11.655,4.646
879.88,22.273,92.895,30.001,32.104,6.693,32.166,11.673,4.71
880.19,22.353,92.955,30.011,32.13,6.654,32.202,11.65,4.666
880.49,22.392,92.936,29.991,32.14,6.661,32.195,11.697,4.688
880.8,22.471,92.957,29.971,32.117,6.633,32.163,11.733,4.697
881.11,22.531,92.956,30.018,32.166,6.628,32.187,11.778,4.674
881.41,22.628,93.005,30.022,32.185,6.61,32.168,11.812,4.671
881.72,22.625,93.118,30.067,32.18,6.631,32.159,11.803,4.686
882.02,22.717,93.102,30.065,32.103,6.622,32.139,11.823,4.637
882.33,22.767,93.031,30.112,32.108,6.602,32.132,11.84,4.669
882.63,22.806,92.99,30.075,32.075,6.621,32.126,11.835,4.666
882.94,22.824,93.07,30.083,32.117,6.649,32.107,11.784,4.659
883.25,22.847,93.08,30.047,32.093,6.644,32.008,11.793,4.656
883.55,22.829,93.044,30.082,32.105,6.697,32.046,11.768,4.676
883.86,22.898,92.956,30.067,32.077,6.669,32.073,11.724,4.673
884.16,22.879,92.984,30.055,32.101,6.648,32.072,11.683,4.679
884.47,22.861,93.035,29.965,32.113,6.639,32.055,11.657,4.665
884.77,22.932,93.017,29.995,32.193,6.648,32.048,11.644,4.667
885.08,22.925,92.993,30.026,32.166,6.647,32.083,11.643,4.694
885.38,22.918,92.868,30.011,32.119,6.629,32.164,11.591,4.689
885.69,22.958,92.872,29.976,32.1,6.605,32.103,11.565,4.725
885.99,22.937,92.964,29.955,32.102,6.592,32.037,11.554,4.674
886.3,22.924,92.902,29.985,32.134,6.613,32.064,11.612,4.669
886.6,22.956,92.888,29.991,32.142,6.604,32.041,11.581,4.661
886.91,22.916,92.993,30.041,32.133,6.596,31.987,11.583,4.624
887.21,22.929,93.005,30.006,32.109,6.612,31.951,11.602,4.593
887.52,22.954,93.07,30.028,32.135,6.605,31.99,11.637,4.569
887.82,22.899,93.03,30.031,32.148,6.603,31.98,11.645,4.506
888.13,22.868,92.968,30.064,32.137,6.597,32.019,11.661,4.518
888.43,22.878,93.001,30.078,32.123,6.613,31.996,11.624,4.476
888.74,22.884,93.051,30.108,32.12,6.655,32.016,11.686,4.548
889.04,22.84,93.033,30.067,32.088,6.679,32.039,11.685,4.565
889.35,22.838,93.076,30.094,32.055,6.635,31.99,11.653,4.595
889.65,22.827,93.107,30.119,32.053,6.672,31.911,11.591,4.582
889.96,22.865,93.253,30.155,32.052,6.677,31.901,11.558,4.602
890.26,22.931,93.222,30.147,32.055,6.704,31.857,11.574,4.638
890.56,22.997,93.232,30.104,32.02,6.719,31.928,11.566,4.677
890.87,22.973,93.184,30.097,32.024,6.702,31.897,11.544,4.643
891.17,23.032,93.178,30.118,32.025,6.665,31.908,11.485,4.662
891.48,23.046,93.198,30.116,32.074,6.716,31.924,11.48,4.651
891.78,23.093,93.189,30.134,32.072,6.694,31.944,11.508,4.691
892.09,23.09,93.13,30.093,32.041,6.684,32.002,11.562,4.701
892.39,23.05,93.221,30.121,32.062,6.701,32.045,11.543,4.68
892.69,23.123,93.28,30.172,32.138,6.654,32.052,11.505,4.68
893,23.17,93.208,30.167,32.105,6.664,32.058,11.497,4.613
893.3,23.28,93.3,30.192,32.123,6.65,32.032,11.531,4.573
893.61,23.322,93.287,30.222,32.127,6.601,31.986,11.547,4.545
893.91,23.321,93.349,30.236,32.133,6.572,31.97,11.542,4.526
894.21,23.403,93.323,30.288,32.115,6.545,32.002,11.512,4.496
894.52,23.451,93.297,30.226,32.111,6.515,31.973,11.496,4.536
894.82,23.439,93.267,30.224,32.087,6.55,31.916,11.491,4.562
895.12,23.493,93.441,30.298,32.1,6.502,31.949,11.43,4.583
895.43,23.448,93.217,30.265,32.142,6.48,31.965,11.429,4.596
895.73,23.442,93.292,30.282,32.152,6.522,31.984,11.419,4.591
896.04,23.455,93.284,30.278,32.165,6.559,31.999,11.436,4.631
896.34,23.464,93.287,30.212,32.228,6.565,31.936,11.395,4.673
896.64,23.521,93.195,30.305,32.232,6.548,31.941,11.385,4.636
896.95,23.543,93.182,30.266,32.268,6.538,31.904,11.385,4.589
897.25,23.577,93.078,30.248,32.325,6.604,31.869,11.449,4.627
897.55,23.591,93.148,30.285,32.307,6.64,31.892,11.381,4.656
897.86,23.6,92.958,30.234,32.363,6.618,31.928,11.392,4.64
898.16,23.606,92.936,30.22,32.35,6.638,31.921,11.389,4.594
898.46,23.608,92.987,30.256,32.352,6.639,31.893,11.41,4.544
898.76,23.546,93.068,30.243,32.451,6.672,31.915,11.431,4.562
899.07,23.549,93.069,30.27,32.39,6.643,31.92,11.424,4.594
899.37,23.442,93.114,30.245,32.352,6.611,31.95,11.384,4.565
899.67,23.415,93.152,30.253,32.382,6.616,31.963,11.426,4.545
899.98,23.43,93.304,30.289,32.311,6.618,31.944,11.375,4.56
900.28,23.461,93.267,30.323,32.312,6.577,31.896,11.345,4.555
900.58,23.471,93.275,30.363,32.332,6.636,31.905,11.356,4.574
900.89,23.513,93.277,30.343,32.299,6.647,31.856,11.329,4.57
901.19,23.46,93.207,30.358,32.336,6.654,31.902,11.333,4.525
901.49,23.475,93.155,30.332,32.357,6.666,31.874,11.326,4.479
901.79,23.463,93.152,30.354,32.325,6.669,31.785,11.296,4.445
902.1,23.447,93.136,30.389,32.381,6.665,31.809,11.305,4.443
902.4,23.396,93.161,30.355,32.414,6.668,31.881,11.29,4.417
902.7,23.348,93.118,30.303,32.42,6.606,31.904,11.276,4.387
903,23.258,93.059,30.308,32.376,6.589,31.96,11.302,4.347
903.31,23.307,93.161,30.322,32.386,6.569,31.88,11.312,4.37
903.61,23.245,93.265,30.422,32.425,6.594,31.905,11.349,4.41
903.91,23.182,93.29,30.377,32.412,6.584,31.955,11.381,4.422
904.21,23.143,93.221,30.327,32.4,6.64,31.999,11.377,4.44
904.52,23.134,93.216,30.363,32.438,6.692,32.028,11.385,4.48
904.82,23.118,93.177,30.381,32.425,6.72,32.003,11.364,4.5
905.12,23.118,93.22,30.395,32.467,6.691,31.961,11.344,4.535
905.42,23.044,93.192,30.357,32.516,6.733,31.965,11.343,4.537
905.72,23.059,93.185,30.3,32.5,6.667,31.944,11.301,4.552
906.03,23.035,93.189,30.345,32.554,6.668,31.913,11.294,4.529
906.33,22.973,93.214,30.366,32.575,6.637,31.845,11.32,4.501
906.63,22.901,93.193,30.331,32.533,6.625,31.758,11.292,4.429
906.93,22.849,93.253,30.355,32.507,6.647,31.72,11.335,4.418
907.23,22.795,93.304,30.371,32.444,6.655,31.711,11.321,4.386
907.53,22.722,93.307,30.399,32.374,6.644,31.754,11.32,4.369
907.84,22.685,93.279,30.434,32.378,6.679,31.79,11.335,4.339
908.14,22.737,93.251,30.482,32.381,6.682,31.812,11.297,4.362
908.44,22.718,93.191,30.476,32.357,6.67,31.829,11.261,4.375
908.74,22.74,93.29,30.447,32.348,6.623,31.883,11.305,4.38
909.04,22.66,93.226,30.452,32.324,6.616,31.943,11.248,4.367
909.34,22.619,93.174,30.474,32.331,6.65,31.931,11.207,4.392
909.65,22.55,93.153,30.465,32.366,6.618,31.89,11.203,4.415
909.95,22.485,93.093,30.453,32.381,6.642,31.806,11.135,4.455
910.25,22.363,93.004,30.429,32.342,6.582,31.766,11.173,4.436
910.55,22.272,93.056,30.492,32.423,6.548,31.801,11.17,4.457
910.85,22.151,93.047,30.607,32.447,6.575,31.804,11.135,4.521
911.15,22.089,93.104,30.648,32.478,6.51,31.818,11.125,4.541
911.45,22.075,93.126,30.547,32.475,6.478,31.858,11.161,4.487
911.75,21.998,93.123,30.538,32.473,6.509,31.87,11.108,4.445
912.05,21.915,93.101,30.535,32.497,6.439,31.913,11.173,4.376
912.36,21.897,93.257,30.551,32.582,6.493,31.963,11.161,4.433
912.66,21.904,93.295,30.528,32.515,6.553,31.922,11.186,4.369
912.96,21.873,93.275,30.489,32.531,6.518,31.878,11.208,4.358
913.26,21.908,93.276,30.552,32.569,6.551,31.838,11.269,4.377
913.56,21.911,93.308,30.622,32.616,6.612,31.819,11.307,4.439
913.86,21.939,93.294,30.722,32.683,6.647,31.811,11.35,4.455
914.16,21.984,93.371,30.763,32.66,6.682,31.823,11.31,4.495
914.46,21.962,93.267,30.756,32.616,6.686,31.801,11.299,4.46
914.76,21.889,93.207,30.812,32.675,6.645,31.798,11.239,4.531
915.06,21.88,93.217,30.864,32.638,6.691,31.847,11.248,4.532
915.36,21.777,93.225,30.795,32.68,6.658,31.88,11.201,4.495
915.66,21.714,93.119,30.82,32.667,6.611,31.834,11.119,4.478
915.96,21.667,93.211,30.801,32.599,6.591,31.829,11.154,4.501
916.26,21.667,93.154,30.77,32.631,6.625,31.779,11.187,4.491
916.56,21.648,93.235,30.732,32.707,6.599,31.8,11.184,4.503
916.86,21.692,93.237,30.662,32.619,6.581,31.816,11.248,4.445
917.17,21.677,93.188,30.661,32.668,6.536,31.784,11.161,4.386
917.47,21.686,93.177,30.698,32.659,6.637,31.723,11.125,4.383
917.77,21.657,93.262,30.683,32.709,6.632,31.784,11.118,4.373
918.07,21.649,93.263,30.664,32.718,6.615,31.816,11.082,4.312
918.37,21.579,93.291,30.71,32.68,6.611,31.787,11.09,4.313
918.67,21.617,93.291,30.747,32.597,6.641,31.71,11.083,4.299
918.97,21.534,93.387,30.784,32.69,6.66,31.632,11.084,4.347
919.27,21.496,93.365,30.742,32.7,6.696,31.509,11.086,4.441
919.57,21.534,93.312,30.715,32.636,6.658,31.542,11.174,4.434
919.86,21.59,93.327,30.767,32.606,6.669,31.515,11.23,4.434
920.16,21.654,93.277,30.802,32.629,6.666,31.507,11.185,4.467
920.46,21.723,93.233,30.755,32.688,6.647,31.544,11.169,4.409
920.76,21.649,93.342,30.712,32.739,6.653,31.579,11.119,4.449
921.06,21.689,93.242,30.709,32.693,6.633,31.619,11.098,4.43
921.36,21.711,93.268,30.813,32.681,6.655,31.687,11.14,4.374
921.66,21.745,93.362,30.816,32.792,6.637,31.619,11.109,4.345
921.96,21.694,93.313,30.803,32.853,6.657,31.624,11.126,4.364
922.26,21.671,93.275,30.788,32.872,6.579,31.563,11.127,4.34
922.56,21.641,93.355,30.886,32.816,6.565,31.523,11.145,4.447
922.86,21.668,93.172,30.984,32.828,6.502,31.568,11.204,4.43
923.16,21.641,93.21,30.958,32.891,6.511,31.596,11.258,4.447
923.46,21.673,93.152,30.889,32.936,6.524,31.604,11.277,4.422
923.76,21.686,93.07,30.812,32.846,6.57,31.679,11.172,4.502
924.06,21.68,92.959,30.822,32.829,6.551,31.651,11.167,4.415
924.36,21.659,92.965,30.869,32.922,6.634,31.676,11.195,4.491
924.65,21.616,92.941,30.795,33.033,6.626,31.718,11.175,4.478
924.95,21.629,92.963,30.775,33.064,6.692,31.626,11.145,4.45
925.25,21.661,92.935,30.787,32.982,6.684,31.594,11.082,4.416
925.55,21.592,93.064,30.753,33.039,6.642,31.588,11.047,4.465
925.85,21.505,93.131,30.876,33.093,6.638,31.454,11.147,4.435
926.15,21.434,93.263,30.887,33.125,6.677,31.458,11.136,4.436
926.45,21.388,93.325,30.909,33.031,6.665,31.445,11.135,4.361
926.75,21.345,93.399,30.982,32.881,6.698,31.384,11.164,4.302
927.05,21.307,93.397,30.937,32.912,6.69,31.407,11.209,4.28
927.34,21.265,93.431,30.956,33.021,6.729,31.397,11.215,4.234
927.64,21.289,93.314,31.06,32.921,6.704,31.404,11.157,4.127
927.94,21.305,93.262,31.071,32.886,6.62,31.519,11.13,4.129
928.24,21.4,93.316,31.082,32.88,6.568,31.55,11.043,4.123
928.54,21.396,93.307,31.014,32.911,6.511,31.555,11.069,4.153
928.84,21.433,93.292,30.916,32.981,6.499,31.531,11.023,4.162
929.13,21.426,93.238,30.947,32.891,6.519,31.525,10.958,4.154
929.43,21.394,93.275,30.974,32.897,6.515,31.523,10.888,4.259
929.73,21.333,93.317,31.01,32.927,6.537,31.482,10.958,4.345
930.03,21.284,93.289,30.939,32.992,6.514,31.398,10.923,4.267
930.33,21.206,93.166,30.906,33.026,6.568,31.287,10.98,4.319
930.63,21.142,93.081,30.86,33.042,6.614,31.294,10.912,4.298
930.92,21.109,93.143,30.945,33.122,6.527,31.362,10.866,4.319
931.22,21.079,93.295,30.909,33.179,6.48,31.333,10.813,4.308
931.52,21.211,93.406,30.88,33.102,6.45,31.287,10.831,4.343
931.82,21.245,93.438,30.714,33.126,6.424,31.276,10.777,4.364
932.11,21.266,93.595,30.751,33.166,6.389,31.244,10.794,4.435
932.41,21.215,93.65,30.758,33.266,6.292,31.246,10.848,4.408
932.71,21.296,93.634,30.866,33.252,6.267,31.19,10.838,4.397
933.01,21.213,93.492,30.803,33.136,6.372,31.179,10.841,4.339
933.31,21.225,93.54,30.85,33.156,6.426,31.228,10.933,4.33
933.6,21.014,93.378,30.892,33.221,6.446,31.285,10.998,4.245
933.9,21.027,93.351,30.985,33.182,6.457,31.257,10.998,4.231
934.2,21.039,93.219,31.053,33.179,6.549,31.333,10.946,4.259
934.5,21.091,93.187,31.03,33.119,6.56,31.371,10.876,4.273
934.79,20.951,93.359,30.937,33.134,6.587,31.417,10.86,4.245
935.09,20.918,93.522,30.909,33.137,6.557,31.385,10.827,4.184
935.39,20.842,93.48,30.86,33.054,6.521,31.334,10.793,4.279
935.69,20.818,93.433,30.764,33.031,6.445,31.255,10.712,4.216
935.98,20.699,93.405,30.706,33.09,6.437,31.29,10.749,4.259
936.28,20.494,93.551,30.583,33.066,6.465,31.156,10.808,4.214
936.58,20.389,93.645,30.645,32.922,6.497,31.109,10.797,4.292
936.87,20.33,93.608,30.666,32.95,6.53,31.069,10.772,4.431
937.17,20.278,93.443,30.797,33.098,6.536,31.056,10.769,4.529
937.47,20.117,93.497,30.942,33.137,6.511,31.136,10.775,4.5
937.76,20.175,93.532,30.984,33.117,6.553,31.072,10.761,4.49
938.06,20.185,93.544,31.014,33.097,6.544,31.069,10.742,4.364
938.36,20.156,93.486,31.036,33.095,6.544,31.205,10.819,4.409
938.65,20.13,93.6,31.121,33.17,6.503,31.272,10.842,4.308
938.95,20.194,93.513,31.184,33.086,6.399,31.187,10.884,4.165
939.25,20.264,93.636,31.162,33.017,6.432,31.175,10.918,4.152
939.54,20.367,93.584,31.025,32.947,6.427,31.124,10.796,4.018
939.84,20.269,93.609,31.032,32.905,6.428,31.312,10.759,4.112
940.14,20.277,93.599,31.024,32.895,6.456,31.345,10.75,4.157
940.43,20.344,93.664,31.136,32.941,6.397,31.305,10.613,4.161
940.73,20.316,93.593,31.067,32.955,6.451,31.208,10.63,4.203
941.03,20.336,93.673,31.103,33.021,6.481,31.22,10.704,4.312
941.32,20.264,93.582,31.049,32.995,6.499,31.2,10.695,4.351
941.62,20.281,93.564,31.15,33.152,6.544,31.157,10.849,4.462
941.92,20.394,93.631,31.209,33.289,6.638,30.987,10.905,4.388
942.21,20.303,93.771,31.295,33.395,6.675,30.973,10.838,4.392
942.51,20.21,93.636,31.271,33.418,6.724,30.989,10.83,4.407
942.8,20.249,93.564,31.205,33.403,6.669,31.079,10.761,4.478
943.1,20.255,93.493,31.276,33.346,6.745,31.1,10.671,4.405
943.4,20.254,93.522,31.279,33.406,6.669,31.043,10.75,4.429
943.69,20.217,93.453,31.158,33.342,6.51,30.977,10.737,4.439
943.99,20.215,93.315,31.103,33.294,6.378,30.844,10.794,4.469
944.28,20.345,93.163,30.957,33.261,6.361,30.839,10.942,4.544
944.58,20.476,93.237,30.87,33.232,6.401,30.789,10.976,4.514
944.88,20.526,93.174,30.923,33.253,6.541,30.773,10.94,4.448
945.17,20.538,93.279,30.859,33.319,6.556,30.695,11.08,4.489
945.47,20.725,93.238,30.802,33.347,6.54,30.724,11.065,4.421
945.76,20.804,93.165,30.876,33.344,6.718,30.728,11.023,4.449
946.06,20.693,93.208,30.869,33.432,6.747,30.85,10.935,4.41
946.35,20.58,93.306,30.872,33.34,6.721,30.706,10.883,4.277
946.65,20.625,93.28,31.012,33.277,6.678,30.646,10.92,4.252
946.94,20.536,93.37,31.067,33.267,6.528,30.699,10.949,4.224
947.24,20.553,93.202,30.986,33.389,6.486,30.837,10.851,4.136
947.54,20.362,93.236,31.064,33.312,6.445,30.813,10.959,4.237
947.83,20.222,93.142,31.182,33.351,6.382,30.877,10.89,4.203
948.13,20.323,93.097,31.349,33.209,6.486,30.895,10.897,4.13
948.42,20.393,93.164,31.5,33.248,6.584,30.964,10.887,4.198
948.72,20.29,93.231,31.436,33.351,6.587,30.891,10.829,4.209
949.01,20.407,93.278,31.466,33.493,6.753,30.673,10.868,4.276
949.31,20.372,93.35,31.478,33.528,6.778,30.573,10.884,4.279
949.6,20.457,93.261,31.471,33.544,6.958,30.531,10.796,4.258
949.9,20.546,93.648,31.345,33.447,6.979,30.457,10.869,4.16
950.19,20.529,93.816,31.266,33.614,6.833,30.471,10.855,4.306
950.49,20.482,93.794,31.17,33.696,6.784,30.33,10.776,4.299
950.78,20.716,93.54,31.175,33.618,6.73,30.413,10.767,4.354
951.08,20.621,93.402,31.045,33.496,6.632,30.465,10.735,4.219
951.37,20.684,93.392,31.082,33.307,6.58,30.48,10.716,4.196
951.67,20.9,93.411,31.161,33.305,6.479,30.44,10.687,4.073
951.96,21.08,93.124,31.317,33.311,6.465,30.44,10.722,4.163
952.25,21.074,93.001,31.371,33.171,6.486,30.429,10.754,4.145
952.55,21.187,92.977,31.309,33.12,6.407,30.62,10.771,4.07
952.84,21.15,93.282,31.293,33.064,6.441,30.613,10.775,3.993
953.14,21.289,93.369,31.413,33.011,6.411,30.562,10.831,4.147
953.43,21.22,93.357,31.403,33.044,6.414,30.491,10.74,4.202
953.73,21.207,93.373,31.464,33.148,6.473,30.555,10.607,4.181
954.02,21.129,93.413,31.378,33.279,6.486,30.565,10.357,4.178
954.31,21.269,93.531,31.411,33.414,6.5,30.352,10.53,4.203
954.61,21.342,93.426,31.552,33.428,6.525,30.259,10.639,4.265
954.9,21.288,93.298,31.499,33.427,6.566,30.218,10.65,4.124
955.2,21.374,93.283,31.501,33.447,6.641,30.196,10.534,4.084
955.49,21.579,93.206,31.587,33.529,6.692,30.306,10.495,4.04
955.79,21.599,93.193,31.495,33.502,6.694,30.263,10.581,4.218
956.08,21.911,93.139,31.453,33.332,6.798,30.263,10.784,4.303
956.37,22.026,93.192,31.453,33.191,6.814,30.371,10.588,4.347
956.67,22.047,93.372,31.507,33.172,6.796,30.322,10.454,4.346
956.96,22.107,93.269,31.61,33.312,6.86,30.29,10.45,4.489
957.25,22.077,93.253,31.588,33.425,6.83,30.318,10.501,4.318
957.55,22.045,93.301,31.506,33.418,6.837,30.222,10.672,4.512
957.84,22.132,93.304,31.539,33.334,6.744,30.351,10.641,4.343
958.14,21.907,93.474,31.666,33.421,6.574,30.163,10.665,4.325
958.43,21.841,93.185,31.608,33.454,6.656,30.094,10.668,4.153
958.72,22.001,92.969,31.557,33.504,6.804,30.187,10.637,4.095
959.02,22.112,93.028,31.668,33.345,6.634,30.127,10.731,4.058
959.31,22.167,92.854,31.677,33.193,6.501,30.129,10.841,4.195
959.6,22.252,93.013,31.82,33.135,6.38,30.111,10.895,3.952
959.9,22.308,93.097,31.841,33.087,6.39,30.211,11.043,4.119
960.19,22.372,93.055,31.807,33.264,6.447,30.446,10.892,3.964
960.48,22.464,93.34,31.779,33.421,6.265,30.688,10.828,4.079
960.78,22.338,93.417,31.618,33.353,6.184,30.587,10.997,4.203
961.07,22.155,93.454,31.366,33.214,6.356,30.635,10.916,4.159
961.36,22.2,93.695,31.239,33.195,6.484,30.678,10.978,4.266
961.65,22.19,93.675,31.119,33.223,6.594,30.8,10.779,4.216
961.95,22.078,93.716,31.146,33.309,6.471,30.525,10.639,4.111
962.24,22.078,93.636,31.039,33.083,6.519,30.336,10.67,4.1
962.53,22.07,93.389,31.062,32.823,6.675,30.021,10.713,4.075
962.83,22.087,93.376,31.143,32.728,6.502,29.911,10.72,4.116
963.12,22.267,93.289,31.262,33.102,6.433,29.7,10.711,4.009
963.41,22.237,93.171,31.291,33.288,6.471,29.59,10.584,3.904
963.7,22.206,93.165,31.123,33.161,6.311,29.357,10.405,3.88
964,22.221,93.166,30.95,33.12,6.434,29.34,10.281,3.841
964.29,22.384,93.136,31.03,33.334,6.48,29.242,10.368,3.837
964.58,22.372,93.121,30.986,33.449,6.4,29.217,10.512,3.867
964.87,22.236,93.006,31.186,33.623,6.621,29.27,10.358,3.696
965.17,22.205,93.054,31.295,33.385,6.71,29.47,10.288,3.679
965.46,22.172,93.117,31.325,33.304,6.488,29.675,10.195,3.478
965.75,22.206,92.904,31.588,33.428,6.633,29.57,10.505,3.513
966.04,22.174,92.783,31.609,33.58,6.643,29.54,10.536,3.564
966.34,21.856,92.697,31.777,33.689,6.471,29.518,10.611,3.8
966.63,21.836,92.759,31.757,33.772,6.6,29.551,10.755,3.775
966.92,21.996,92.906,31.528,33.88,6.346,29.397,10.647,3.726
967.21,22.065,93.252,31.369,33.899,6.113,29.159,10.841,3.832
967.5,22.14,93.254,31.433,34.012,6.044,28.876,10.88,4.032
967.8,22.043,93.25,31.376,34.117,5.997,28.855,10.712,4.311
968.09,22.143,93.346,31.539,33.832,6.084,28.713,10.737,4.264
968.38,22.207,93.551,31.361,33.561,6.103,28.74,10.786,4.124
968.67,22.219,93.657,31.333,33.547,5.89,28.612,10.382,3.949
968.96,22.245,93.489,31.583,33.461,6.068,28.636,10.554,3.999
969.26,22.34,93.288,31.777,33.728,6.014,28.855,10.484,4.279
969.55,22.276,93.232,31.532,33.441,6.245,28.96,10.512,4.273
969.84,22.467,93.565,31.407,33.431,6.194,29.106,10.666,4.237
970.13,22.294,93.644,31.281,33.489,5.97,29.151,10.638,4.187
970.42,22.363,93.681,31.138,33.647,6.164,29.128,10.449,4.169
970.71,22.193,93.652,31.201,33.441,6.204,29.323,10.719,4.188
971.01,22.003,93.893,31.02,33.302,6.094,29.229,10.899,3.975
971.3,21.553,94.042,30.836,33.159,5.974,29.244,10.731,3.815
971.59,21.54,94.197,31.16,33.432,5.85,29.229,10.768,3.79
971.88,21.404,94.118,31.306,33.275,5.807,29.136,10.765,3.883
972.17,21.347,93.989,31.298,33.419,6.117,29.185,10.662,3.929
972.46,21.103,93.705,31.515,33.224,5.99,29.264,10.647,4.004
972.75,20.941,93.723,31.15,33.59,6.046,29.081,10.549,4.066
973.04,20.623,93.741,30.998,33.751,6.087,29.227,10.4,4.395
973.34,20.479,93.577,30.826,33.671,6.235,29.284,10.735,4.192
973.63,19.968,93.532,30.923,33.245,6.505,28.946,10.648,4.213
973.92,19.369,93.39,30.896,33.469,6.495,28.884,10.574,3.805
974.21,18.784,93.366,30.79,33.451,6.292,28.887,10.879,3.67
974.5,18.274,93.502,30.695,33.413,6.163,28.734,10.973,3.638
974.79,17.716,93.601,31.043,33.63,6.119,28.607,11.009,3.559
975.08,17.456,93.823,31.383,33.648,6.091,28.705,11.056,3.493
975.37,16.934,93.77,31.753,33.747,6.447,28.493,10.899,3.423
975.66,16.401,93.863,31.596,34.174,6.473,28.539,10.986,3.341
975.95,15.698,93.823,31.45,33.798,6.713,28.772,11.04,3.699
976.24,14.781,93.833,31.662,33.737,6.779,28.911,11.076,4.063
976.53,14.29,93.975,31.602,33.761,6.976,28.938,11.056,3.693
976.82,13.743,93.982,31.924,33.371,7.173,29.067,10.765,3.725
977.12,13.082,93.434,31.95,32.903,7.058,28.797,10.664,3.812
977.41,12.433,93.287,31.73,32.799,6.72,28.718,10.356,4.031
977.7,12.086,92.844,31.715,32.896,6.281,28.797,10.3,4.237
977.99,11.858,92.673,31.777,33.127,6.152,28.648,9.947,4.074
978.28,12.118,92.562,31.828,33.366,5.997,28.264,9.888,3.901
978.57,11.866,92.168,31.868,33.439,5.926,28.203,9.945,4.279
978.86,11.644,91.875,31.384,33.349,5.77,28.077,10.264,4.732
979.15,11.554,92.231,31.092,33.969,6.029,28.075,10.492,4.652
979.44,11.574,92.311,31.094,33.909,6.45,28.014,10.615,4.85
979.73,11.343,92.753,31.1,33.817,6.509,28.031,10.491,4.673
980.02,11.492,93.145,31.124,33.66,6.666,27.911,10.434,4.864
