MacBeth_ColorChecker,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,Dark skin,Light skin,Blue sky,Foliage,Blue flower,Bluish green,Orange,Purplish blue,Moderate red,Purple,Yellow green,Orange yellow,Blue,Green,Red,Yellow,Magenta,Cyan,White,Neutral 8,Neutral 6.5,Neutral 5,Neutral 3.5,Black
908.02,50.465,54.902,86.542,16.5,89.105,56.341,79.681,75.855,56.703,80.491,61.088,69.528,57.085,51.18,63.91,81.535,86.558,59.42,90.961,53.444,29.336,14.84,7.585,3.63
908.32,50.505,54.89,86.493,16.5,89.081,56.351,79.703,75.89,56.707,80.455,61.062,69.525,57.094,51.15,63.902,81.494,86.545,59.431,90.875,53.419,29.322,14.831,7.598,3.616
908.63,50.561,54.886,86.444,16.495,89.056,56.341,79.707,75.902,56.695,80.426,61.045,69.568,57.135,51.154,63.901,81.511,86.604,59.454,90.87,53.413,29.291,14.814,7.573,3.596
908.93,50.635,54.882,86.454,16.517,89.146,56.401,79.732,75.913,56.722,80.404,61.04,69.567,57.1,51.214,63.912,81.451,86.583,59.467,90.824,53.415,29.307,14.816,7.593,3.583
909.24,50.686,54.876,86.417,16.537,89.177,56.465,79.732,75.902,56.709,80.432,61.02,69.6,57.104,51.231,63.916,81.436,86.568,59.528,90.83,53.407,29.311,14.809,7.609,3.569
909.54,50.728,54.923,86.374,16.551,89.161,56.476,79.763,75.921,56.713,80.45,61.073,69.667,57.12,51.304,63.964,81.468,86.492,59.539,90.813,53.475,29.306,14.812,7.61,3.579
909.85,50.744,54.889,86.378,16.554,89.173,56.569,79.758,75.983,56.674,80.449,61.075,69.637,57.12,51.338,63.945,81.434,86.529,59.549,90.784,53.454,29.281,14.826,7.589,3.576
910.15,50.801,54.935,86.323,16.552,89.182,56.597,79.798,75.958,56.676,80.478,61.066,69.591,57.129,51.326,63.982,81.45,86.529,59.551,90.713,53.442,29.262,14.822,7.595,3.582
910.46,50.899,54.935,86.293,16.552,89.237,56.594,79.785,75.946,56.64,80.473,61.088,69.545,57.062,51.363,63.993,81.402,86.527,59.629,90.694,53.446,29.306,14.827,7.607,3.569
910.77,50.934,54.994,86.324,16.559,89.21,56.608,79.75,75.957,56.64,80.409,61.082,69.506,57.046,51.369,64.024,81.408,86.504,59.649,90.673,53.45,29.316,14.814,7.598,3.56
911.07,50.99,54.986,86.338,16.551,89.143,56.623,79.759,76.036,56.568,80.411,61.088,69.549,57.046,51.423,63.98,81.379,86.508,59.681,90.655,53.395,29.258,14.798,7.586,3.527
911.38,51.033,54.949,86.383,16.539,89.143,56.604,79.744,76.064,56.537,80.394,61.1,69.585,57.064,51.406,64.027,81.368,86.471,59.686,90.659,53.375,29.281,14.801,7.608,3.525
911.68,51.045,54.983,86.363,16.503,89.154,56.605,79.723,76.027,56.545,80.386,61.135,69.617,57.1,51.5,64.055,81.418,86.449,59.672,90.712,53.388,29.27,14.767,7.638,3.533
911.99,51.095,54.981,86.352,16.511,89.181,56.645,79.721,76.031,56.565,80.392,61.228,69.607,57.116,51.53,64.091,81.408,86.397,59.684,90.658,53.38,29.268,14.77,7.65,3.56
912.29,51.116,54.99,86.324,16.521,89.122,56.664,79.718,76.005,56.559,80.456,61.229,69.609,57.142,51.58,64.09,81.473,86.428,59.702,90.671,53.376,29.265,14.788,7.629,3.583
912.6,51.134,54.987,86.31,16.519,89.102,56.648,79.744,75.983,56.546,80.398,61.206,69.627,57.143,51.602,64.077,81.471,86.412,59.688,90.669,53.36,29.294,14.793,7.613,3.59
912.9,51.258,55.011,86.319,16.509,89.106,56.661,79.751,76.006,56.539,80.437,61.192,69.59,57.11,51.588,64.067,81.463,86.402,59.686,90.69,53.333,29.281,14.742,7.635,3.611
913.21,51.302,54.97,86.344,16.496,89.084,56.613,79.771,75.97,56.604,80.448,61.154,69.6,57.088,51.629,64.088,81.492,86.385,59.72,90.709,53.348,29.287,14.717,7.644,3.618
913.51,51.331,54.964,86.388,16.498,89.085,56.644,79.736,76.043,56.612,80.521,61.197,69.69,57.084,51.696,64.041,81.443,86.368,59.751,90.744,53.384,29.306,14.713,7.66,3.649
913.81,51.343,54.958,86.418,16.497,89.003,56.694,79.764,76.097,56.597,80.495,61.194,69.759,57.153,51.736,64.054,81.38,86.358,59.717,90.766,53.427,29.288,14.688,7.625,3.638
914.12,51.428,54.915,86.366,16.51,88.975,56.728,79.811,76.142,56.61,80.53,61.166,69.8,57.203,51.745,64.036,81.327,86.41,59.738,90.727,53.444,29.283,14.703,7.626,3.612
914.42,51.463,54.916,86.353,16.517,89.106,56.713,79.748,76.146,56.635,80.53,61.132,69.764,57.185,51.7,64.038,81.327,86.417,59.729,90.713,53.469,29.322,14.71,7.625,3.642
914.73,51.545,54.914,86.382,16.532,89.133,56.756,79.758,76.169,56.712,80.537,61.15,69.785,57.188,51.775,63.99,81.363,86.457,59.784,90.757,53.502,29.306,14.705,7.639,3.637
915.03,51.65,54.884,86.442,16.535,89.078,56.773,79.744,76.224,56.711,80.55,61.129,69.78,57.142,51.755,63.957,81.357,86.392,59.793,90.712,53.507,29.337,14.724,7.609,3.643
915.34,51.709,54.922,86.457,16.536,89.043,56.772,79.717,76.247,56.742,80.54,61.088,69.783,57.116,51.806,63.897,81.356,86.356,59.783,90.738,53.498,29.363,14.738,7.623,3.62
915.64,51.774,54.921,86.494,16.503,89.033,56.755,79.684,76.278,56.761,80.519,61.051,69.707,57.087,51.761,63.913,81.337,86.296,59.809,90.692,53.499,29.367,14.735,7.617,3.604
915.95,51.857,54.888,86.529,16.493,88.963,56.79,79.582,76.311,56.741,80.588,61.069,69.676,57.097,51.764,63.897,81.384,86.306,59.826,90.622,53.539,29.314,14.727,7.647,3.619
916.25,51.877,54.878,86.532,16.492,88.93,56.804,79.537,76.335,56.731,80.571,61.067,69.689,57.139,51.831,63.893,81.392,86.311,59.828,90.618,53.483,29.345,14.748,7.634,3.588
916.56,51.92,54.94,86.533,16.52,88.931,56.838,79.515,76.318,56.69,80.508,61.11,69.746,57.105,51.817,63.891,81.451,86.317,59.804,90.621,53.524,29.335,14.77,7.646,3.587
916.86,51.988,54.887,86.544,16.505,88.909,56.874,79.549,76.363,56.698,80.44,61.104,69.7,57.157,51.82,63.916,81.493,86.254,59.812,90.651,53.488,29.294,14.743,7.651,3.593
917.16,52.108,54.874,86.53,16.511,88.965,56.9,79.517,76.327,56.766,80.47,61.13,69.688,57.101,51.827,63.926,81.533,86.263,59.856,90.653,53.426,29.284,14.711,7.668,3.594
917.47,52.157,54.881,86.512,16.511,88.973,56.9,79.497,76.401,56.75,80.502,61.155,69.648,57.112,51.847,63.953,81.549,86.234,59.871,90.615,53.432,29.317,14.739,7.681,3.616
917.77,52.248,54.86,86.509,16.536,88.951,56.91,79.564,76.464,56.767,80.53,61.166,69.675,57.147,51.967,63.99,81.512,86.217,59.898,90.58,53.452,29.308,14.752,7.706,3.616
918.08,52.309,54.817,86.511,16.523,88.969,56.933,79.512,76.466,56.756,80.526,61.165,69.642,57.138,51.965,64.066,81.529,86.188,59.915,90.541,53.446,29.32,14.781,7.7,3.627
918.38,52.349,54.785,86.454,16.499,88.967,56.939,79.5,76.484,56.777,80.58,61.161,69.654,57.114,51.966,64.05,81.509,86.23,59.944,90.568,53.402,29.312,14.807,7.674,3.596
918.68,52.456,54.752,86.476,16.551,88.957,56.988,79.539,76.5,56.743,80.628,61.211,69.658,57.145,51.987,64.082,81.531,86.23,59.975,90.543,53.414,29.317,14.812,7.654,3.62
918.99,52.536,54.788,86.464,16.564,88.984,57.023,79.54,76.532,56.757,80.604,61.297,69.725,57.18,52.022,64.101,81.526,86.317,59.938,90.603,53.417,29.314,14.806,7.657,3.624
919.29,52.607,54.857,86.452,16.577,88.989,57.027,79.629,76.537,56.784,80.591,61.336,69.695,57.214,52.034,64.127,81.524,86.354,59.932,90.649,53.391,29.353,14.788,7.619,3.605
919.59,52.675,54.848,86.434,16.61,89.012,57.063,79.677,76.529,56.777,80.598,61.374,69.684,57.238,52.059,64.125,81.541,86.384,60.008,90.695,53.455,29.304,14.782,7.581,3.606
919.9,52.746,54.848,86.374,16.641,89.054,57.142,79.676,76.559,56.745,80.656,61.41,69.668,57.315,52.119,64.137,81.492,86.371,60.123,90.696,53.477,29.319,14.773,7.54,3.562
920.2,52.8,54.838,86.398,16.638,89.056,57.138,79.685,76.53,56.673,80.707,61.426,69.653,57.319,52.151,64.158,81.477,86.419,60.195,90.698,53.544,29.309,14.804,7.52,3.56
920.51,52.787,54.874,86.364,16.633,89.09,57.145,79.657,76.576,56.657,80.752,61.422,69.686,57.385,52.155,64.132,81.504,86.483,60.254,90.677,53.549,29.291,14.818,7.528,3.569
920.81,52.86,54.851,86.412,16.659,89.133,57.208,79.687,76.508,56.66,80.788,61.429,69.71,57.393,52.2,64.117,81.495,86.45,60.29,90.767,53.507,29.243,14.75,7.488,3.561
921.11,52.926,54.873,86.479,16.624,89.109,57.229,79.671,76.468,56.665,80.814,61.423,69.73,57.379,52.186,64.117,81.537,86.476,60.349,90.786,53.505,29.229,14.723,7.491,3.588
921.42,52.958,54.963,86.48,16.608,89.138,57.277,79.702,76.517,56.627,80.863,61.411,69.702,57.378,52.183,64.091,81.497,86.483,60.358,90.749,53.502,29.179,14.694,7.462,3.582
921.72,52.996,54.973,86.544,16.602,89.161,57.286,79.719,76.511,56.603,80.866,61.476,69.731,57.378,52.231,64.098,81.504,86.541,60.417,90.691,53.495,29.162,14.665,7.514,3.622
922.02,52.998,54.978,86.537,16.555,89.151,57.266,79.674,76.505,56.579,80.891,61.449,69.733,57.416,52.289,64.178,81.477,86.557,60.498,90.713,53.532,29.146,14.675,7.508,3.595
922.33,53.024,54.989,86.546,16.557,89.136,57.269,79.667,76.496,56.567,80.921,61.422,69.724,57.501,52.325,64.198,81.455,86.518,60.559,90.653,53.502,29.129,14.693,7.484,3.571
922.63,53.049,54.962,86.585,16.558,89.204,57.228,79.664,76.527,56.589,80.861,61.387,69.797,57.476,52.379,64.195,81.404,86.477,60.625,90.656,53.485,29.119,14.731,7.48,3.589
922.93,53.128,55.008,86.651,16.556,89.214,57.188,79.614,76.549,56.575,80.858,61.388,69.834,57.412,52.351,64.218,81.359,86.478,60.615,90.575,53.483,29.172,14.789,7.509,3.61
923.24,53.154,55.012,86.716,16.531,89.159,57.165,79.639,76.554,56.588,80.856,61.374,69.803,57.373,52.334,64.237,81.299,86.393,60.592,90.564,53.384,29.181,14.791,7.498,3.631
923.54,53.211,55.029,86.731,16.537,89.131,57.194,79.592,76.589,56.59,80.857,61.381,69.847,57.341,52.341,64.185,81.275,86.354,60.578,90.545,53.33,29.166,14.808,7.511,3.615
923.84,53.272,55.019,86.716,16.522,89.123,57.193,79.666,76.568,56.506,80.839,61.354,69.806,57.322,52.362,64.167,81.218,86.296,60.547,90.636,53.337,29.175,14.807,7.492,3.624
924.14,53.328,55.058,86.661,16.496,89.143,57.196,79.647,76.528,56.491,80.822,61.334,69.834,57.289,52.37,64.126,81.242,86.34,60.533,90.66,53.346,29.21,14.862,7.515,3.644
924.45,53.378,55.087,86.643,16.495,89.153,57.234,79.673,76.499,56.433,80.746,61.376,69.84,57.309,52.349,64.098,81.255,86.314,60.542,90.663,53.32,29.19,14.867,7.511,3.601
924.75,53.455,55.037,86.668,16.494,89.117,57.189,79.716,76.507,56.431,80.786,61.437,69.927,57.32,52.425,64.059,81.281,86.333,60.604,90.655,53.273,29.191,14.885,7.544,3.584
925.05,53.542,55.035,86.647,16.524,89.093,57.216,79.76,76.595,56.396,80.792,61.397,69.906,57.364,52.44,64.071,81.228,86.314,60.673,90.662,53.299,29.218,14.878,7.531,3.575
925.36,53.606,55.088,86.663,16.549,89.123,57.252,79.794,76.681,56.393,80.831,61.397,69.89,57.388,52.393,63.966,81.199,86.303,60.673,90.749,53.263,29.204,14.858,7.552,3.562
925.66,53.685,55.054,86.721,16.541,89.155,57.25,79.792,76.71,56.371,80.83,61.385,69.901,57.318,52.418,63.936,81.191,86.304,60.719,90.755,53.222,29.24,14.869,7.597,3.576
925.96,53.745,55.039,86.715,16.549,89.104,57.291,79.798,76.711,56.332,80.928,61.367,69.881,57.33,52.436,63.951,81.192,86.311,60.713,90.769,53.18,29.18,14.852,7.571,3.568
926.26,53.747,54.998,86.71,16.48,89.109,57.324,79.792,76.718,56.31,80.983,61.326,69.834,57.381,52.465,63.931,81.195,86.291,60.736,90.872,53.13,29.134,14.76,7.588,3.562
926.57,53.795,54.988,86.724,16.441,89.099,57.317,79.795,76.731,56.313,81.065,61.313,69.856,57.365,52.492,63.916,81.242,86.401,60.706,90.896,53.161,29.151,14.771,7.616,3.613
926.87,53.834,54.985,86.702,16.417,89.133,57.271,79.787,76.709,56.352,81.145,61.312,69.814,57.387,52.528,63.935,81.281,86.464,60.745,90.915,53.137,29.152,14.696,7.598,3.626
927.17,53.918,54.993,86.821,16.423,89.088,57.304,79.747,76.759,56.418,81.145,61.356,69.871,57.363,52.543,63.977,81.332,86.451,60.769,90.802,53.186,29.144,14.711,7.585,3.571
927.47,53.949,54.982,86.959,16.367,89.015,57.296,79.763,76.857,56.402,81.156,61.344,69.867,57.35,52.545,64.008,81.355,86.457,60.806,90.791,53.135,29.092,14.625,7.596,3.579
927.78,54.008,54.89,86.912,16.351,89.008,57.291,79.707,76.949,56.441,81.247,61.35,69.847,57.334,52.582,64.013,81.384,86.498,60.861,90.748,53.095,29.142,14.64,7.584,3.615
928.08,54.085,54.995,86.877,16.374,88.986,57.278,79.687,76.949,56.449,81.223,61.349,69.794,57.328,52.546,64.051,81.407,86.486,60.89,90.748,53.103,29.154,14.628,7.581,3.68
928.38,54.157,55.038,86.902,16.4,89.058,57.344,79.694,76.916,56.49,81.162,61.321,69.834,57.36,52.573,64.056,81.543,86.45,60.846,90.79,53.072,29.166,14.655,7.575,3.681
928.68,54.247,55.048,86.894,16.354,89.038,57.352,79.718,76.875,56.488,81.152,61.314,69.809,57.319,52.584,64.132,81.569,86.454,60.844,90.727,53.079,29.207,14.643,7.581,3.711
928.98,54.277,55.046,86.898,16.372,89.001,57.357,79.734,76.903,56.478,81.239,61.343,69.892,57.391,52.632,64.134,81.618,86.447,60.843,90.78,53.106,29.162,14.63,7.548,3.723
929.29,54.331,55.095,86.917,16.363,89.015,57.376,79.694,76.928,56.454,81.25,61.458,69.932,57.423,52.657,64.08,81.594,86.482,60.845,90.782,53.171,29.155,14.642,7.555,3.727
929.59,54.422,55.101,86.917,16.409,89.06,57.407,79.759,76.986,56.534,81.222,61.499,69.989,57.396,52.737,64.125,81.674,86.449,60.918,90.765,53.198,29.134,14.664,7.55,3.758
929.89,54.546,55.119,86.852,16.447,89.02,57.402,79.766,77.017,56.519,81.128,61.509,69.993,57.442,52.766,64.151,81.72,86.466,60.962,90.697,53.23,29.096,14.649,7.602,3.742
930.19,54.619,55.133,86.937,16.492,89.003,57.448,79.782,77.064,56.5,81.015,61.463,70.082,57.45,52.759,64.165,81.806,86.42,60.956,90.621,53.249,29.091,14.69,7.566,3.754
930.49,54.692,55.088,86.87,16.486,89.064,57.418,79.795,77.087,56.483,81.044,61.445,70.074,57.479,52.748,64.191,81.847,86.397,60.961,90.671,53.138,29.09,14.695,7.636,3.845
930.79,54.746,55.092,86.844,16.528,89.08,57.414,79.806,77.084,56.514,81.009,61.462,70.096,57.566,52.723,64.217,81.84,86.347,60.959,90.637,53.186,29.096,14.83,7.59,3.822
931.1,54.73,55.171,86.866,16.533,89.077,57.396,79.877,77.051,56.505,81.067,61.409,70.139,57.606,52.715,64.192,81.771,86.296,60.973,90.624,53.149,29.071,14.8,7.598,3.806
931.4,54.795,55.103,86.988,16.541,89.075,57.464,79.931,77.088,56.504,81.086,61.37,70.23,57.639,52.733,64.18,81.714,86.315,60.961,90.566,53.172,29.091,14.799,7.581,3.756
931.7,54.82,55.052,86.991,16.514,89.038,57.413,79.91,77.08,56.47,81.187,61.406,70.225,57.573,52.738,64.175,81.671,86.322,61.004,90.581,53.164,29.085,14.799,7.557,3.741
932,54.777,54.971,87.084,16.542,89.082,57.414,79.863,77.088,56.469,81.206,61.366,70.314,57.571,52.745,64.181,81.708,86.345,61.105,90.55,53.142,29.064,14.772,7.557,3.703
932.3,54.788,54.973,87.083,16.504,89.062,57.421,79.879,77.056,56.493,81.123,61.326,70.291,57.511,52.719,64.16,81.656,86.358,61.126,90.514,53.178,29.085,14.76,7.581,3.732
932.6,54.901,54.959,87.072,16.516,88.99,57.467,79.909,77.095,56.573,81.146,61.251,70.266,57.577,52.709,64.227,81.718,86.306,61.16,90.458,53.171,29.119,14.744,7.58,3.719
932.91,54.966,54.972,87.097,16.478,88.927,57.484,79.902,77.172,56.557,81.189,61.236,70.247,57.599,52.608,64.19,81.709,86.286,61.082,90.412,53.104,29.152,14.767,7.604,3.717
933.21,54.91,54.956,87.184,16.456,88.983,57.495,79.858,77.194,56.589,81.24,61.25,70.272,57.618,52.64,64.198,81.709,86.219,61.097,90.473,53.027,29.145,14.755,7.58,3.687
933.51,54.958,54.964,87.002,16.412,88.948,57.493,79.872,77.13,56.607,81.272,61.38,70.231,57.649,52.625,64.23,81.61,86.236,61.113,90.431,53.043,29.193,14.782,7.64,3.676
933.81,54.947,54.982,87.025,16.392,88.905,57.567,79.863,77.148,56.574,81.273,61.416,70.218,57.707,52.679,64.197,81.576,86.222,61.127,90.451,53.109,29.229,14.804,7.618,3.66
934.11,55.072,54.966,87.028,16.366,88.906,57.548,79.817,77.131,56.587,81.246,61.48,70.183,57.675,52.733,64.132,81.587,86.266,61.217,90.459,53.052,29.293,14.728,7.683,3.689
934.41,55.237,54.955,87.027,16.388,88.923,57.532,79.786,77.196,56.581,81.22,61.531,70.159,57.717,52.789,64.175,81.595,86.257,61.227,90.468,53.107,29.27,14.771,7.64,3.632
934.71,55.21,54.961,87.041,16.323,88.96,57.496,79.771,77.132,56.531,81.19,61.561,70.117,57.716,52.797,64.192,81.696,86.269,61.19,90.506,53.092,29.24,14.757,7.656,3.63
935.01,55.274,55.005,87.1,16.35,88.955,57.515,79.77,77.114,56.532,81.162,61.574,70.152,57.808,52.822,64.245,81.66,86.216,61.147,90.448,53.12,29.203,14.737,7.644,3.624
935.31,55.42,55.005,87.098,16.314,88.916,57.481,79.796,77.196,56.553,81.155,61.585,70.135,57.836,52.85,64.254,81.626,86.224,61.091,90.47,53.132,29.137,14.73,7.608,3.653
935.62,55.565,54.999,87.086,16.349,88.976,57.57,79.795,77.222,56.564,81.208,61.616,70.097,57.846,52.9,64.211,81.677,86.213,61.087,90.415,53.109,29.08,14.7,7.658,3.683
935.92,55.528,54.957,87.085,16.325,89.092,57.517,79.824,77.242,56.494,81.124,61.653,70.123,57.723,52.933,64.217,81.639,86.262,61.123,90.387,53.096,29.07,14.708,7.704,3.693
936.22,55.575,54.97,87.098,16.343,89.046,57.502,79.771,77.167,56.452,81.063,61.621,70.129,57.71,53.031,64.21,81.6,86.285,61.163,90.378,53.137,29.066,14.724,7.717,3.652
936.52,55.77,54.961,87.134,16.388,89.071,57.494,79.82,77.167,56.437,81.11,61.628,70.148,57.678,53.043,64.201,81.469,86.29,61.179,90.381,53.14,29.082,14.7,7.708,3.711
936.82,55.835,54.994,87.265,16.419,89.109,57.51,79.795,77.277,56.381,81.124,61.425,70.165,57.672,53.122,64.204,81.5,86.313,61.206,90.458,53.066,29.034,14.667,7.632,3.665
937.12,55.981,55.085,87.251,16.453,89.045,57.468,79.835,77.26,56.41,81.12,61.349,70.196,57.651,53.093,64.15,81.508,86.377,61.268,90.384,53.058,28.972,14.617,7.654,3.636
937.42,56.035,55.128,87.274,16.505,89.016,57.513,79.849,77.312,56.419,81.191,61.335,70.314,57.648,53.077,64.175,81.517,86.386,61.292,90.414,53.058,28.926,14.587,7.664,3.631
937.72,56.112,55.108,87.273,16.448,89.053,57.557,79.896,77.263,56.428,81.098,61.353,70.307,57.654,53.049,64.172,81.52,86.427,61.241,90.444,53.031,28.959,14.565,7.74,3.751
938.02,56.213,55.041,87.241,16.47,88.979,57.583,79.847,77.368,56.416,81.133,61.402,70.3,57.638,53.045,64.165,81.521,86.374,61.341,90.48,52.979,28.948,14.562,7.735,3.767
938.32,56.246,55.068,87.143,16.417,88.889,57.566,79.836,77.353,56.418,81.182,61.395,70.246,57.57,53.03,64.083,81.549,86.332,61.353,90.478,52.949,28.984,14.597,7.75,3.755
938.62,56.362,55.123,87.056,16.451,88.861,57.629,79.818,77.297,56.442,81.174,61.448,70.199,57.58,53.002,64.103,81.608,86.304,61.423,90.501,52.907,28.964,14.594,7.816,3.78
938.92,56.414,55.094,86.983,16.464,88.82,57.587,79.808,77.298,56.481,81.149,61.4,70.212,57.601,52.982,64.136,81.627,86.327,61.449,90.496,52.884,28.988,14.621,7.778,3.74
939.22,56.577,55.088,86.893,16.444,88.758,57.64,79.764,77.259,56.502,81.231,61.362,70.191,57.667,52.925,64.116,81.629,86.294,61.42,90.534,52.859,28.966,14.602,7.792,3.75
939.52,56.664,55.042,86.874,16.467,88.79,57.627,79.761,77.302,56.531,81.308,61.399,70.211,57.705,52.947,64.131,81.65,86.305,61.4,90.644,52.862,28.936,14.594,7.73,3.744
939.82,56.727,55.044,86.829,16.373,88.77,57.641,79.705,77.313,56.539,81.303,61.423,70.187,57.71,52.952,64.122,81.748,86.307,61.416,90.628,52.839,28.823,14.584,7.701,3.659
940.12,56.777,55.022,86.846,16.396,88.735,57.629,79.697,77.353,56.544,81.331,61.481,70.171,57.713,52.929,64.124,81.784,86.268,61.434,90.709,52.912,28.904,14.627,7.755,3.714
940.42,56.796,54.943,86.817,16.389,88.728,57.664,79.655,77.416,56.53,81.324,61.504,70.175,57.689,52.945,64.147,81.737,86.224,61.399,90.693,52.878,28.889,14.643,7.777,3.746
940.72,56.784,54.886,86.777,16.287,88.738,57.551,79.597,77.395,56.497,81.323,61.471,70.083,57.668,53.01,64.191,81.731,86.268,61.413,90.691,52.856,28.833,14.672,7.727,3.726
941.02,56.764,54.843,86.785,16.321,88.633,57.534,79.499,77.401,56.452,81.399,61.478,70.096,57.594,53.054,64.151,81.764,86.212,61.423,90.645,52.871,28.776,14.699,7.722,3.661
941.32,56.849,54.877,86.777,16.327,88.666,57.525,79.506,77.369,56.525,81.37,61.422,70.095,57.649,53.086,64.151,81.719,86.243,61.403,90.606,52.919,28.799,14.703,7.727,3.677
941.62,56.939,54.843,86.869,16.337,88.725,57.518,79.549,77.471,56.577,81.329,61.368,70.111,57.693,53.05,64.171,81.618,86.367,61.433,90.589,52.899,28.736,14.644,7.763,3.76
941.92,56.891,54.832,87.022,16.291,88.718,57.484,79.578,77.483,56.512,81.283,61.392,70.203,57.686,53.086,64.092,81.641,86.363,61.4,90.507,52.883,28.82,14.596,7.707,3.707
942.22,56.968,54.845,87.083,16.29,88.761,57.459,79.587,77.554,56.416,81.334,61.407,70.177,57.611,53.118,64.093,81.606,86.372,61.409,90.53,52.927,28.839,14.539,7.661,3.661
942.52,57.056,54.863,87.238,16.302,88.782,57.4,79.565,77.589,56.438,81.297,61.437,70.141,57.649,53.091,64.124,81.546,86.382,61.455,90.494,52.9,28.87,14.552,7.681,3.66
942.82,57.129,54.901,87.257,16.198,88.802,57.371,79.562,77.564,56.434,81.329,61.429,70.141,57.613,52.99,64.181,81.533,86.39,61.548,90.456,52.863,28.824,14.5,7.706,3.689
943.12,57.181,54.87,87.329,16.227,88.805,57.352,79.617,77.614,56.465,81.355,61.397,70.119,57.639,52.973,64.199,81.514,86.305,61.604,90.459,52.916,28.906,14.51,7.732,3.764
943.42,57.315,54.835,87.344,16.183,88.83,57.298,79.661,77.58,56.452,81.362,61.467,70.094,57.64,52.912,64.152,81.488,86.308,61.644,90.35,52.945,28.81,14.431,7.692,3.723
943.72,57.429,54.848,87.406,16.17,88.87,57.317,79.638,77.527,56.486,81.402,61.514,70.094,57.665,52.96,64.134,81.514,86.352,61.678,90.423,52.932,28.878,14.485,7.59,3.684
944.02,57.514,54.85,87.389,16.185,88.865,57.326,79.686,77.511,56.526,81.445,61.495,70.042,57.745,52.957,64.191,81.486,86.251,61.671,90.392,52.961,28.939,14.475,7.606,3.732
944.32,57.608,54.906,87.421,16.214,88.892,57.342,79.691,77.614,56.554,81.438,61.496,70.105,57.818,52.961,64.248,81.514,86.334,61.733,90.432,52.97,28.94,14.434,7.546,3.685
944.62,57.687,54.918,87.336,16.217,88.863,57.375,79.723,77.657,56.555,81.514,61.539,70.105,57.817,52.928,64.321,81.63,86.307,61.791,90.477,52.985,28.982,14.407,7.524,3.651
944.92,57.776,54.886,87.374,16.254,88.848,57.424,79.741,77.593,56.579,81.56,61.62,70.074,57.863,53.017,64.36,81.747,86.336,61.86,90.524,52.978,28.974,14.428,7.523,3.618
945.22,57.899,54.882,87.3,16.313,88.899,57.452,79.762,77.68,56.63,81.581,61.58,70.138,57.812,53.044,64.335,81.691,86.281,61.953,90.567,53.051,28.952,14.466,7.492,3.621
945.52,57.885,54.857,87.313,16.236,88.833,57.44,79.709,77.738,56.699,81.573,61.582,70.154,57.88,53.023,64.384,81.669,86.293,61.982,90.643,53.038,28.9,14.48,7.505,3.627
945.81,57.924,54.885,87.263,16.247,88.797,57.497,79.748,77.703,56.644,81.6,61.531,70.199,57.78,53.071,64.317,81.7,86.273,61.972,90.665,53.048,28.877,14.427,7.462,3.654
946.11,57.952,54.845,87.219,16.327,88.887,57.588,79.895,77.729,56.659,81.562,61.506,70.197,57.782,53.116,64.227,81.658,86.264,61.929,90.618,53.091,28.958,14.496,7.498,3.648
946.41,58.01,54.887,87.202,16.344,88.793,57.643,79.88,77.67,56.594,81.546,61.513,70.24,57.801,53.156,64.286,81.76,86.263,61.946,90.603,53.061,28.961,14.532,7.492,3.61
946.71,58.007,54.885,87.234,16.316,88.842,57.75,79.894,77.602,56.611,81.577,61.465,70.305,57.825,53.262,64.342,81.785,86.25,61.912,90.585,52.994,28.954,14.597,7.53,3.666
947.01,58.035,54.925,87.245,16.249,88.874,57.746,79.921,77.672,56.541,81.644,61.422,70.271,57.845,53.229,64.408,81.817,86.179,61.821,90.581,52.998,28.896,14.484,7.583,3.728
947.31,58.152,54.905,87.333,16.278,88.929,57.78,79.924,77.688,56.495,81.686,61.423,70.336,57.869,53.245,64.318,81.865,86.228,61.849,90.516,53.043,28.817,14.444,7.596,3.674
947.61,58.308,54.913,87.412,16.282,88.94,57.77,79.976,77.668,56.539,81.686,61.392,70.31,57.822,53.286,64.274,81.893,86.227,61.88,90.567,53.072,28.832,14.429,7.664,3.72
947.91,58.397,54.922,87.462,16.259,88.982,57.754,79.927,77.662,56.534,81.69,61.348,70.263,57.878,53.334,64.242,81.753,86.232,61.82,90.584,53.074,28.699,14.407,7.646,3.732
948.2,58.428,54.971,87.356,16.204,89.012,57.707,79.86,77.702,56.482,81.632,61.251,70.251,57.851,53.222,64.259,81.696,86.167,61.779,90.552,53.107,28.646,14.38,7.609,3.702
948.5,58.468,54.97,87.333,16.14,89.034,57.726,79.798,77.656,56.46,81.581,61.204,70.125,57.948,53.208,64.321,81.773,86.258,61.658,90.607,53.038,28.595,14.391,7.672,3.722
948.8,58.555,55.039,87.393,16.192,89.169,57.83,79.834,77.558,56.43,81.657,61.257,70.123,57.987,53.254,64.351,81.758,86.21,61.73,90.505,53.006,28.593,14.481,7.664,3.737
949.1,58.659,55.066,87.474,16.183,89.208,57.872,79.836,77.689,56.503,81.603,61.277,70.102,58.139,53.29,64.463,81.81,86.148,61.849,90.561,52.963,28.614,14.554,7.682,3.685
949.4,58.639,55.125,87.556,16.173,89.065,57.817,79.71,77.652,56.483,81.617,61.33,70.058,58.14,53.321,64.441,81.893,86.109,61.805,90.53,52.871,28.595,14.563,7.665,3.682
